variable,regressor__n_estimators,regressor__max_depth,regressor__min_samples_split,regressor__min_samples_leaf,regressor__max_features,score,std,regressor
mdts_cos,400,None,2,1,sqrt,-0.10126705,0.04533564,RandomForestRegressor
mdts_cos,400,None,2,1,log2,-0.10064842,0.04467829,RandomForestRegressor
mdts_cos,400,None,2,4,sqrt,-0.10064889,0.04481716,RandomForestRegressor
mdts_cos,400,None,2,4,log2,-0.10096104,0.04522781,RandomForestRegressor
mdts_cos,400,None,10,1,sqrt,-0.10096064,0.04529857,RandomForestRegressor
mdts_cos,400,None,10,1,log2,-0.10076127,0.04495811,RandomForestRegressor
mdts_cos,400,None,10,4,sqrt,-0.09940738,0.04461581,RandomForestRegressor
mdts_cos,400,None,10,4,log2,-0.09939017,0.04482717,RandomForestRegressor
mdts_cos,400,20.0,2,1,sqrt,-0.09915348,0.04458041,RandomForestRegressor
mdts_cos,400,20.0,2,1,log2,-0.09978496,0.04505972,RandomForestRegressor
mdts_cos,400,20.0,2,4,sqrt,-0.09935281,0.04478114,RandomForestRegressor
mdts_cos,400,20.0,2,4,log2,-0.09910495,0.04441627,RandomForestRegressor
mdts_cos,400,20.0,10,1,sqrt,-0.10042961,0.04497785,RandomForestRegressor
mdts_cos,400,20.0,10,1,log2,-0.10073506,0.04531037,RandomForestRegressor
mdts_cos,400,20.0,10,4,sqrt,-0.1003138,0.04508504,RandomForestRegressor
mdts_cos,400,20.0,10,4,log2,-0.10026699,0.04535873,RandomForestRegressor
mdts_cos,500,None,2,1,sqrt,-0.10014769,0.04512161,RandomForestRegressor
mdts_cos,500,None,2,1,log2,-0.09997448,0.04493686,RandomForestRegressor
mdts_cos,500,None,2,4,sqrt,-0.0988506,0.0447285,RandomForestRegressor
mdts_cos,500,None,2,4,log2,-0.09850254,0.04439701,RandomForestRegressor
mdts_cos,500,None,10,1,sqrt,-0.09871511,0.04455394,RandomForestRegressor
mdts_cos,500,None,10,1,log2,-0.09871309,0.04434428,RandomForestRegressor
mdts_cos,500,None,10,4,sqrt,-0.09879339,0.04481348,RandomForestRegressor
mdts_cos,500,None,10,4,log2,-0.09854539,0.04469946,RandomForestRegressor
mdts_cos,500,20.0,2,1,sqrt,-0.10099955,0.04497333,RandomForestRegressor
mdts_cos,500,20.0,2,1,log2,-0.10080559,0.04491662,RandomForestRegressor
mdts_cos,500,20.0,2,4,sqrt,-0.10065259,0.04479035,RandomForestRegressor
mdts_cos,500,20.0,2,4,log2,-0.10141669,0.04590263,RandomForestRegressor
mdts_cos,500,20.0,10,1,sqrt,-0.10081211,0.04495317,RandomForestRegressor
mdts_cos,500,20.0,10,1,log2,-0.10061559,0.0452358,RandomForestRegressor
mdts_cos,500,20.0,10,4,sqrt,-0.09916095,0.04420756,RandomForestRegressor
mdts_cos,500,20.0,10,4,log2,-0.09955172,0.04484233,RandomForestRegressor
mdts_cos,600,None,2,1,sqrt,-0.09916389,0.04440099,RandomForestRegressor
mdts_cos,600,None,2,1,log2,-0.09910547,0.04456116,RandomForestRegressor
mdts_cos,600,None,2,4,sqrt,-0.09922127,0.04448143,RandomForestRegressor
mdts_cos,600,None,2,4,log2,-0.09948768,0.04492727,RandomForestRegressor
mdts_cos,600,None,10,1,sqrt,-0.10070238,0.04543975,RandomForestRegressor
mdts_cos,600,None,10,1,log2,-0.10086329,0.0452494,RandomForestRegressor
mdts_cos,600,None,10,4,sqrt,-0.10056945,0.04545852,RandomForestRegressor
mdts_cos,600,None,10,4,log2,-0.10033263,0.04533942,RandomForestRegressor
mdts_cos,600,20.0,2,1,sqrt,-0.1003563,0.04562653,RandomForestRegressor
mdts_cos,600,20.0,2,1,log2,-0.10069488,0.04560012,RandomForestRegressor
mdts_cos,600,20.0,2,4,sqrt,-0.09850983,0.04450947,RandomForestRegressor
mdts_cos,600,20.0,2,4,log2,-0.09879096,0.0446944,RandomForestRegressor
mdts_cos,600,20.0,10,1,sqrt,-0.09886758,0.04469079,RandomForestRegressor
mdts_cos,600,20.0,10,1,log2,-0.09868652,0.04469396,RandomForestRegressor
mdts_cos,600,20.0,10,4,sqrt,-0.09871452,0.04466847,RandomForestRegressor
mdts_cos,600,20.0,10,4,log2,-0.09851157,0.04452255,RandomForestRegressor
shts_max,100,None,2,1,sqrt,-0.55165603,0.14893833,RandomForestRegressor
shts_max,100,None,2,1,log2,-0.54963294,0.14692372,RandomForestRegressor
shts_max,100,None,2,4,sqrt,-0.54880102,0.14767735,RandomForestRegressor
shts_max,100,None,2,4,log2,-0.55143952,0.15021527,RandomForestRegressor
shts_max,100,None,10,1,sqrt,-0.54850293,0.14767665,RandomForestRegressor
shts_max,100,None,10,1,log2,-0.54880456,0.14770014,RandomForestRegressor
shts_max,100,None,10,4,sqrt,-0.54446207,0.14666314,RandomForestRegressor
shts_max,100,None,10,4,log2,-0.54288823,0.14546106,RandomForestRegressor
shts_max,100,20.0,2,1,sqrt,-0.54153926,0.14519341,RandomForestRegressor
shts_max,100,20.0,2,1,log2,-0.54201716,0.14596987,RandomForestRegressor
shts_max,100,20.0,2,4,sqrt,-0.5429329,0.14718619,RandomForestRegressor
shts_max,100,20.0,2,4,log2,-0.54214152,0.14669051,RandomForestRegressor
shts_max,100,20.0,10,1,sqrt,-0.55163141,0.15171842,RandomForestRegressor
shts_max,100,20.0,10,1,log2,-0.55129874,0.15172457,RandomForestRegressor
shts_max,100,20.0,10,4,sqrt,-0.54952853,0.15357679,RandomForestRegressor
shts_max,100,20.0,10,4,log2,-0.55280315,0.15290058,RandomForestRegressor
shts_max,200,None,2,1,sqrt,-0.54918023,0.15021697,RandomForestRegressor
shts_max,200,None,2,1,log2,-0.55020303,0.15144366,RandomForestRegressor
shts_max,200,None,2,4,sqrt,-0.54476516,0.15246916,RandomForestRegressor
shts_max,200,None,2,4,log2,-0.54445529,0.15021356,RandomForestRegressor
shts_max,200,None,10,1,sqrt,-0.54367263,0.14987228,RandomForestRegressor
shts_max,200,None,10,1,log2,-0.54532941,0.15038506,RandomForestRegressor
shts_max,200,None,10,4,sqrt,-0.54567294,0.14950366,RandomForestRegressor
shts_max,200,None,10,4,log2,-0.54396007,0.14975132,RandomForestRegressor
shts_max,200,20.0,2,1,sqrt,-0.54948769,0.14966045,RandomForestRegressor
shts_max,200,20.0,2,1,log2,-0.54790782,0.14767443,RandomForestRegressor
shts_max,200,20.0,2,4,sqrt,-0.54698323,0.14787058,RandomForestRegressor
shts_max,200,20.0,2,4,log2,-0.54825264,0.1463708,RandomForestRegressor
shts_max,200,20.0,10,1,sqrt,-0.5482887,0.14845115,RandomForestRegressor
shts_max,200,20.0,10,1,log2,-0.54824922,0.14778642,RandomForestRegressor
shts_max,200,20.0,10,4,sqrt,-0.54301157,0.14759873,RandomForestRegressor
shts_max,200,20.0,10,4,log2,-0.54214272,0.14654712,RandomForestRegressor
shts_max,300,None,2,1,sqrt,-0.54195785,0.14524723,RandomForestRegressor
shts_max,300,None,2,1,log2,-0.54447726,0.14831043,RandomForestRegressor
shts_max,300,None,2,4,sqrt,-0.54335677,0.14734233,RandomForestRegressor
shts_max,300,None,2,4,log2,-0.54260727,0.14675141,RandomForestRegressor
shts_max,300,None,10,1,sqrt,-0.55045306,0.15270561,RandomForestRegressor
shts_max,300,None,10,1,log2,-0.55297731,0.15393383,RandomForestRegressor
shts_max,300,None,10,4,sqrt,-0.5500316,0.15160764,RandomForestRegressor
shts_max,300,None,10,4,log2,-0.55184112,0.15113245,RandomForestRegressor
shts_max,300,20.0,2,1,sqrt,-0.54804585,0.15176677,RandomForestRegressor
shts_max,300,20.0,2,1,log2,-0.54751272,0.14988957,RandomForestRegressor
shts_max,300,20.0,2,4,sqrt,-0.54299517,0.14847202,RandomForestRegressor
shts_max,300,20.0,2,4,log2,-0.54420634,0.15113159,RandomForestRegressor
shts_max,300,20.0,10,1,sqrt,-0.54411078,0.15077495,RandomForestRegressor
shts_max,300,20.0,10,1,log2,-0.54632181,0.15165693,RandomForestRegressor
shts_max,300,20.0,10,4,sqrt,-0.54376875,0.15097273,RandomForestRegressor
shts_max,300,20.0,10,4,log2,-0.54389396,0.15032054,RandomForestRegressor
shts_max,400,None,2,1,sqrt,-0.54838204,0.14732733,RandomForestRegressor
shts_max,400,None,2,1,log2,-0.54861468,0.14733329,RandomForestRegressor
shts_max,400,None,2,4,sqrt,-0.54807016,0.14731712,RandomForestRegressor
shts_max,400,None,2,4,log2,-0.54720493,0.14736677,RandomForestRegressor
shts_max,400,None,10,1,sqrt,-0.54869605,0.1477852,RandomForestRegressor
shts_max,400,None,10,1,log2,-0.54726355,0.14656006,RandomForestRegressor
shts_max,400,None,10,4,sqrt,-0.54315611,0.14672819,RandomForestRegressor
shts_max,400,None,10,4,log2,-0.54137869,0.14529382,RandomForestRegressor
shts_max,400,20.0,2,1,sqrt,-0.54169211,0.14692517,RandomForestRegressor
shts_max,400,20.0,2,1,log2,-0.54233203,0.14713311,RandomForestRegressor
shts_max,400,20.0,2,4,sqrt,-0.5421726,0.14596581,RandomForestRegressor
shts_max,400,20.0,2,4,log2,-0.54209248,0.14551186,RandomForestRegressor
shts_max,400,20.0,10,1,sqrt,-0.5482544,0.1508098,RandomForestRegressor
shts_max,400,20.0,10,1,log2,-0.54869718,0.15072058,RandomForestRegressor
shts_max,400,20.0,10,4,sqrt,-0.54955838,0.15060017,RandomForestRegressor
shts_max,400,20.0,10,4,log2,-0.54785721,0.15073709,RandomForestRegressor
shts_max,500,None,2,1,sqrt,-0.54890892,0.15063007,RandomForestRegressor
shts_max,500,None,2,1,log2,-0.54891476,0.15102708,RandomForestRegressor
shts_max,500,None,2,4,sqrt,-0.54355435,0.1499681,RandomForestRegressor
shts_max,500,None,2,4,log2,-0.54361706,0.15004583,RandomForestRegressor
shts_max,500,None,10,1,sqrt,-0.54409176,0.15030452,RandomForestRegressor
shts_max,500,None,10,1,log2,-0.54348641,0.15010099,RandomForestRegressor
shts_max,500,None,10,4,sqrt,-0.54264681,0.14883484,RandomForestRegressor
shts_max,500,None,10,4,log2,-0.54400716,0.14999376,RandomForestRegressor
shts_max,500,20.0,2,1,sqrt,-0.54844032,0.1480077,RandomForestRegressor
shts_max,500,20.0,2,1,log2,-0.54775759,0.14673333,RandomForestRegressor
shts_max,500,20.0,2,4,sqrt,-0.54771051,0.14739246,RandomForestRegressor
shts_max,500,20.0,2,4,log2,-0.54696306,0.14751987,RandomForestRegressor
shts_max,500,20.0,10,1,sqrt,-0.54683054,0.14726115,RandomForestRegressor
shts_max,500,20.0,10,1,log2,-0.54715103,0.14661861,RandomForestRegressor
shts_max,500,20.0,10,4,sqrt,-0.54224485,0.14645917,RandomForestRegressor
shts_max,500,20.0,10,4,log2,-0.5414509,0.1465719,RandomForestRegressor
shts_max,600,None,2,1,sqrt,-0.54189564,0.14575471,RandomForestRegressor
shts_max,600,None,2,1,log2,-0.54196719,0.1464944,RandomForestRegressor
shts_max,600,None,2,4,sqrt,-0.5412387,0.14565548,RandomForestRegressor
shts_max,600,None,2,4,log2,-0.54197797,0.14563559,RandomForestRegressor
shts_max,600,None,10,1,sqrt,-0.54915498,0.15213328,RandomForestRegressor
shts_max,600,None,10,1,log2,-0.54933033,0.1518236,RandomForestRegressor
shts_max,600,None,10,4,sqrt,-0.54976971,0.15187132,RandomForestRegressor
shts_max,600,None,10,4,log2,-0.54827471,0.1520946,RandomForestRegressor
shts_max,600,20.0,2,1,sqrt,-0.54923846,0.15147021,RandomForestRegressor
shts_max,600,20.0,2,1,log2,-0.54744462,0.15024052,RandomForestRegressor
shts_max,600,20.0,2,4,sqrt,-0.543714,0.14938867,RandomForestRegressor
shts_max,600,20.0,2,4,log2,-0.54393684,0.15010335,RandomForestRegressor
shts_max,600,20.0,10,1,sqrt,-0.54257495,0.15000565,RandomForestRegressor
shts_max,600,20.0,10,1,log2,-0.54434818,0.15010726,RandomForestRegressor
shts_max,600,20.0,10,4,sqrt,-0.54342921,0.15041538,RandomForestRegressor
shts_max,600,20.0,10,4,log2,-0.54290459,0.15010867,RandomForestRegressor
shts_med,100,None,2,1,sqrt,-0.48751571,0.11173552,RandomForestRegressor
shts_med,100,None,2,1,log2,-0.48837064,0.1124393,RandomForestRegressor
shts_med,100,None,2,4,sqrt,-0.48548138,0.11074862,RandomForestRegressor
shts_med,100,None,2,4,log2,-0.48898744,0.11355184,RandomForestRegressor
shts_med,100,None,10,1,sqrt,-0.48608669,0.11257963,RandomForestRegressor
shts_med,100,None,10,1,log2,-0.48587548,0.11131008,RandomForestRegressor
shts_med,100,None,10,4,sqrt,-0.48336027,0.11042996,RandomForestRegressor
shts_med,100,None,10,4,log2,-0.48222558,0.11123118,RandomForestRegressor
shts_med,100,20.0,2,1,sqrt,-0.48309216,0.11133685,RandomForestRegressor
shts_med,100,20.0,2,1,log2,-0.48294137,0.10999671,RandomForestRegressor
shts_med,100,20.0,2,4,sqrt,-0.48309455,0.11147522,RandomForestRegressor
shts_med,100,20.0,2,4,log2,-0.48294801,0.11056334,RandomForestRegressor
shts_med,100,20.0,10,1,sqrt,-0.49064293,0.11427249,RandomForestRegressor
shts_med,100,20.0,10,1,log2,-0.491342,0.11419204,RandomForestRegressor
shts_med,100,20.0,10,4,sqrt,-0.48893703,0.11357353,RandomForestRegressor
shts_med,100,20.0,10,4,log2,-0.48813416,0.11239072,RandomForestRegressor
shts_med,200,None,2,1,sqrt,-0.48827721,0.11503481,RandomForestRegressor
shts_med,200,None,2,1,log2,-0.4863594,0.11213705,RandomForestRegressor
shts_med,200,None,2,4,sqrt,-0.48558616,0.11284728,RandomForestRegressor
shts_med,200,None,2,4,log2,-0.48353467,0.1114318,RandomForestRegressor
shts_med,200,None,10,1,sqrt,-0.48565622,0.11261617,RandomForestRegressor
shts_med,200,None,10,1,log2,-0.48571498,0.11333868,RandomForestRegressor
shts_med,200,None,10,4,sqrt,-0.48380694,0.11134978,RandomForestRegressor
shts_med,200,None,10,4,log2,-0.48522298,0.11180459,RandomForestRegressor
shts_med,200,20.0,2,1,sqrt,-0.48822561,0.11107323,RandomForestRegressor
shts_med,200,20.0,2,1,log2,-0.4875531,0.1119678,RandomForestRegressor
shts_med,200,20.0,2,4,sqrt,-0.48442886,0.1122077,RandomForestRegressor
shts_med,200,20.0,2,4,log2,-0.48609739,0.11216313,RandomForestRegressor
shts_med,200,20.0,10,1,sqrt,-0.4850931,0.11418777,RandomForestRegressor
shts_med,200,20.0,10,1,log2,-0.48589706,0.11248884,RandomForestRegressor
shts_med,200,20.0,10,4,sqrt,-0.48358996,0.11130014,RandomForestRegressor
shts_med,200,20.0,10,4,log2,-0.48442008,0.11193887,RandomForestRegressor
shts_med,300,None,2,1,sqrt,-0.48254508,0.11034529,RandomForestRegressor
shts_med,300,None,2,1,log2,-0.48356491,0.10934674,RandomForestRegressor
shts_med,300,None,2,4,sqrt,-0.48317677,0.11164326,RandomForestRegressor
shts_med,300,None,2,4,log2,-0.48280457,0.11020248,RandomForestRegressor
shts_med,300,None,10,1,sqrt,-0.49143133,0.11576937,RandomForestRegressor
shts_med,300,None,10,1,log2,-0.49125686,0.11366497,RandomForestRegressor
shts_med,300,None,10,4,sqrt,-0.48701052,0.11235403,RandomForestRegressor
shts_med,300,None,10,4,log2,-0.48907816,0.11547034,RandomForestRegressor
shts_med,300,20.0,2,1,sqrt,-0.48828802,0.11356259,RandomForestRegressor
shts_med,300,20.0,2,1,log2,-0.48783061,0.11432845,RandomForestRegressor
shts_med,300,20.0,2,4,sqrt,-0.48535272,0.11311667,RandomForestRegressor
shts_med,300,20.0,2,4,log2,-0.48547712,0.1130102,RandomForestRegressor
shts_med,300,20.0,10,1,sqrt,-0.48540377,0.1122714,RandomForestRegressor
shts_med,300,20.0,10,1,log2,-0.48572663,0.11260412,RandomForestRegressor
shts_med,300,20.0,10,4,sqrt,-0.48591892,0.11351647,RandomForestRegressor
shts_med,300,20.0,10,4,log2,-0.4838259,0.11115082,RandomForestRegressor
shts_med,400,None,2,1,sqrt,-0.48603211,0.11270455,RandomForestRegressor
shts_med,400,None,2,1,log2,-0.48587816,0.11173117,RandomForestRegressor
shts_med,400,None,2,4,sqrt,-0.48575503,0.11235142,RandomForestRegressor
shts_med,400,None,2,4,log2,-0.48481824,0.11280118,RandomForestRegressor
shts_med,400,None,10,1,sqrt,-0.48626687,0.11285439,RandomForestRegressor
shts_med,400,None,10,1,log2,-0.48572916,0.11232149,RandomForestRegressor
shts_med,400,None,10,4,sqrt,-0.48321218,0.11152595,RandomForestRegressor
shts_med,400,None,10,4,log2,-0.48285017,0.11049492,RandomForestRegressor
shts_med,400,20.0,2,1,sqrt,-0.48262169,0.11114186,RandomForestRegressor
shts_med,400,20.0,2,1,log2,-0.48351059,0.11037413,RandomForestRegressor
shts_med,400,20.0,2,4,sqrt,-0.48295566,0.11129746,RandomForestRegressor
shts_med,400,20.0,2,4,log2,-0.48246882,0.11082502,RandomForestRegressor
shts_med,400,20.0,10,1,sqrt,-0.48901475,0.11494735,RandomForestRegressor
shts_med,400,20.0,10,1,log2,-0.48811313,0.11322663,RandomForestRegressor
shts_med,400,20.0,10,4,sqrt,-0.48807032,0.11292899,RandomForestRegressor
shts_med,400,20.0,10,4,log2,-0.4873311,0.11326527,RandomForestRegressor
shts_med,500,None,2,1,sqrt,-0.48708764,0.11420541,RandomForestRegressor
shts_med,500,None,2,1,log2,-0.48792951,0.11385904,RandomForestRegressor
shts_med,500,None,2,4,sqrt,-0.48446679,0.11233756,RandomForestRegressor
shts_med,500,None,2,4,log2,-0.48392802,0.1112682,RandomForestRegressor
shts_med,500,None,10,1,sqrt,-0.48326789,0.11279279,RandomForestRegressor
shts_med,500,None,10,1,log2,-0.48491515,0.11289132,RandomForestRegressor
shts_med,500,None,10,4,sqrt,-0.48417084,0.11216204,RandomForestRegressor
shts_med,500,None,10,4,log2,-0.484067,0.11189324,RandomForestRegressor
shts_med,500,20.0,2,1,sqrt,-0.48551135,0.11190364,RandomForestRegressor
shts_med,500,20.0,2,1,log2,-0.48608366,0.11243235,RandomForestRegressor
shts_med,500,20.0,2,4,sqrt,-0.48609448,0.11263767,RandomForestRegressor
shts_med,500,20.0,2,4,log2,-0.48471441,0.11196043,RandomForestRegressor
shts_med,500,20.0,10,1,sqrt,-0.48534872,0.11276546,RandomForestRegressor
shts_med,500,20.0,10,1,log2,-0.485713,0.11320326,RandomForestRegressor
shts_med,500,20.0,10,4,sqrt,-0.48214798,0.11101269,RandomForestRegressor
shts_med,500,20.0,10,4,log2,-0.48293349,0.11149507,RandomForestRegressor
shts_med,600,None,2,1,sqrt,-0.48247452,0.11082431,RandomForestRegressor
shts_med,600,None,2,1,log2,-0.48273503,0.11077144,RandomForestRegressor
shts_med,600,None,2,4,sqrt,-0.48226037,0.11100697,RandomForestRegressor
shts_med,600,None,2,4,log2,-0.48293972,0.11129329,RandomForestRegressor
shts_med,600,None,10,1,sqrt,-0.48867304,0.11477654,RandomForestRegressor
shts_med,600,None,10,1,log2,-0.48652523,0.11295022,RandomForestRegressor
shts_med,600,None,10,4,sqrt,-0.48809949,0.11426363,RandomForestRegressor
shts_med,600,None,10,4,log2,-0.48659591,0.11394269,RandomForestRegressor
shts_med,600,20.0,2,1,sqrt,-0.48833518,0.11411756,RandomForestRegressor
shts_med,600,20.0,2,1,log2,-0.48789608,0.11385754,RandomForestRegressor
shts_med,600,20.0,2,4,sqrt,-0.48438225,0.11217982,RandomForestRegressor
shts_med,600,20.0,2,4,log2,-0.48422605,0.11229201,RandomForestRegressor
shts_med,600,20.0,10,1,sqrt,-0.48405548,0.11219762,RandomForestRegressor
shts_med,600,20.0,10,1,log2,-0.48445613,0.111936,RandomForestRegressor
shts_med,600,20.0,10,4,sqrt,-0.48439573,0.11238433,RandomForestRegressor
shts_med,600,20.0,10,4,log2,-0.48455237,0.11267049,RandomForestRegressor
